45618	mfone/camshin/cellcard
311650	united wireless communications inc.
54301	service des postes et télécommunications des îles wallis et futuna (spt)
41538	mic2/libancell/mtc
41539	mic2/libancell/mtc
312900	cleartalk
41532	cellis
41533	cellis
41536	mic2/libancell/mtc
41537	mic2/libancell/mtc
41534	ftml cellis
41535	cellis
24036	id mobile
24037	clx networks ab
24034	pro net telecommunications services ltd.
24035	42 telecom ab
24032	compatel limited
24033	mobile arts ab
24030	nextgen mobile ltd (cardboardfish)
24031	rebtel network ab
313200	mercury network corporation
24038	voxbone mobile
24039	borderlight ab
44100	wireless city planning inc.
44101	softbank corp.
310890	verizon wireless
334060	sai pcs
334066	telefonos de méxico, s.a.b. de c.v.
732111	tigo/colombia movil
311690	telebeeper of new mexico
54010	breeze
63770	onkod telecom ltd.
302370	fido (rogers at&t;/ microcell)
311450	panhandle telecommunication systems inc.
312320	rtc communications llc
62100	capcom
62101	visafone
312030	cross wireless telephone co.
37650	digicel
313330	centurytel broadband services llc
40467	reliance telecom private
40466	bsnl
40464	bsnl
40462	bsnl
40460	aircel digilink india
31023	unknown
31026	unknown
40469	mahanagar telephone nigam
40468	mahanagar telephone nigam
250811	votek mobile
356050	wireless ventures (st kitts-nevis) limited
312250	sprint corporation
25999	idc/unite
23002	o2
23003	vodafone
23001	t-mobile / radiomobil
23006	osno telecomunication, s.r.o.
23291	öbb
23004	ufone
23005	travel telekommunikation s.r.o.
65538	wireless business solutions (pty) ltd
23008	compatel s.r.o.
23009	mundio distribution czech republic s.r.o.
00101	test network
22606	telemobil/zapp
22605	rcs&rds; digi mobile
22604	telemobil/zapp
22603	cosmote
22602	romtelecom sa
22601	vodafone
65534	bokone telecoms pty ltd
311070	wisconsin rsa #7 limited partnership
23222	plintron austria limited
23223	t-mobile austria gmbh
23220	mtel austrija gmbh
23221	salzburg ag für energie, verkehr und telekommunikation
50534	santos limited
50535	messagebird pty ltd
50536	optus mobile pty. ltd.
342820	sunbeach
50530	compatel limited
50531	bhp billiton
51009	pt smartfren telecom tbk
